"id","model_name","image","accountable_manager_id","web_portal_link","is_dgca_certified","created_at","recurring_data"
"27142f27-df88-4be2-a9c0-54e44d0e01e3","Shaurya",,,,"false","2026-04-06 09:01:38.799",
"d8a7c700-3100-45ef-a758-cb2c407071ec","Vedansh",,,,"true","2026-04-06 09:01:10.245",
